iteration,total_loss,num_points
1362,0.084153,419830
1363,0.024551,419830
1364,0.036404,419830
1365,0.044079,419830
1366,0.043714,419830
1367,0.034943,419830
1368,0.028320,419830
1369,0.034763,419830
1370,0.032127,419830
1371,0.035288,419830
1372,0.035576,419830
1373,0.084484,419830
1374,0.043498,419830
1375,0.037956,419830
1376,0.034658,419830
1377,0.054181,419830
1378,0.030380,419830
1379,0.035634,419830
1380,0.031838,419830
1381,0.082910,419830
1382,0.032107,419830
1383,0.034357,419830
1384,0.037294,419830
1385,0.082675,419830
1386,0.071272,419830
1387,0.029947,419830
1388,0.084407,419830
1389,0.049835,419830
1390,0.041971,419830
1391,0.053214,419830
1392,0.030106,419830
1393,0.038598,419830
1394,0.026365,419830
1395,0.035727,419830
1396,0.033485,419830
1397,0.029632,419830
1398,0.024341,419830
1399,0.042323,419830
1400,0.038407,419830
1401,0.041339,419830
1402,0.069600,419830
1403,0.043516,419830
1404,0.025843,419830
1405,0.032935,419830
1406,0.034049,419830
